"","region","avgPov","avgIncome"
"2704",48347,22.2333333333333,32146.375
"2705",48349,18.925,34509.125
"2706",48351,21.5333333333333,31818.125
"2707",48353,20.6625,31303.9583333333
"2708",48355,19.4083333333333,39152.2916666667
"2709",48357,12.0583333333333,46568.9166666667
"2710",48359,13.8625,41584.375
"2711",48361,14.8458333333333,42228
"2712",48363,17.2708333333333,34605.7083333333
"2713",48365,15.0375,39114.75
"2714",48367,9.9875,53232.5
"2715",48369,15.8458333333333,35758.75
"2716",48371,21.7291666666667,33993.9583333333
"2717",48373,18.1708333333333,34679.4166666667
"2718",48375,21.7541666666667,32546.9166666667
"2719",48377,28,24945.0416666667
"2720",48379,15.3625,36575.4583333333
"2721",48381,8.625,51206.4166666667
"2722",48383,11.8125,45732.4166666667
"2723",48385,22.7333333333333,28248.4583333333
"2724",48387,20.6708333333333,28714
"2725",48389,28.1583333333333,28952.7083333333
"2726",48391,17.225,35022.25
"2727",48393,7.2125,52651.5416666667
"2728",48395,20.9166666666667,33415.2083333333
"2729",48397,6.13333333333333,73724.5416666667
"2730",48399,18.9125,31144.0416666667
"2731",48401,16.4541666666667,37760.375
"2732",48403,18.1541666666667,30592.7916666667
"2733",48405,23.0541666666667,28127.75
"2734",48407,19.4833333333333,35712.7083333333
"2735",48409,18.8041666666667,39434.0833333333
"2736",48411,21.1791666666667,31311.6666666667
"2737",48413,16.2875,37691.9583333333
"2738",48415,16.9666666666667,40081.6666666667
"2739",48417,13.9291666666667,38996.5416666667
"2740",48419,20.8666666666667,31300.3333333333
"2741",48421,12.7125,39762
"2742",48423,15.4041666666667,41132.2083333333
"2743",48425,11.2666666666667,46143.4583333333
"2744",48427,40.8125,20584.5833333333
"2745",48429,19.5,33611.9583333333
"2746",48431,12.5958333333333,43391.6666666667
"2747",48433,16.825,33436.9583333333
